    1.000000000000000E+01    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    0.000000000000000E+00    3.320573362151946E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.000000000000000E-01    3.162277660168379E-01    1.049827846711664E-01    2.624225166216037E-04    1.660141423003644E-02    1.049827846711664E-01    3.317669099288463E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.000000000000000E-01    6.324555320336759E-01    2.096447660207415E-01    1.047124235165018E-03    6.636504050605878E-02    2.096447660207415E-01    3.297417321393579E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.000000000000000E-01    9.486832980505140E-01    3.131703004362202E-01    2.340481377979066E-03    1.490743939568376E-01    3.131703004362202E-01    3.243130275617795E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.000000000000000E-01    1.264911064067352E+00    4.142442364131421E-01    4.107921517051681E-03    2.641743490031646E-01    4.142442364131421E-01    3.140211260285659E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    5.000000000000000E-01    1.581138830084190E+00    5.111503457796600E-01    6.286176246881502E-03    4.106269654552910E-01    5.111503457796600E-01    2.978280922482437E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    6.000000000000001E-01    1.897366596101028E+00    6.019417192295179E-01    8.779976217546677E-03    5.868096578745605E-01    6.019417192295179E-01    2.753493331465773E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    7.000000000000001E-01    2.213594362117866E+00    6.846775664086624E-01    1.146515666923222E-02    7.904782247619246E-01    6.846775664086624E-01    2.470278977036150E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    8.000000000000000E-01    2.529822128134704E+00    7.576950992054019E-01    1.419898019933039E-02    1.018811470718732E+00    7.576950992054019E-01    2.141696989312890E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    9.000000000000000E-01    2.846049894151541E+00    8.198629585660462E-01    1.683644684069600E-02    1.268540492026756E+00    8.198629585660462E-01    1.787872763424483E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.000000000000000E+00    3.162277660168380E+00    8.707553434486589E-01    1.924914913928291E-02    1.536147084051864E+00    8.707553434486589E-01    1.432625133866779E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.100000000000000E+00    3.478505426185218E+00    9.107009135698088E-01    2.134189298339477E-02    1.818098241342543E+00    9.107009135698088E-01    1.099107527700045E-01    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.200000000000000E+00    3.794733192202056E+00    9.406948118617471E-01    2.306267412461940E-02    2.111074242943495E+00    9.406948118617471E-01    8.057312922979716E-02    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.300000000000000E+00    4.110960958218893E+00    9.622022990924843E-01    2.440370034537101E-02    2.412150556925459E+00    9.622022990924843E-01    5.635451642475120E-02    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.400000000000000E+00    4.427188724235731E+00    9.769112286893870E-01    2.539407822653656E-02    2.718907850706032E+00    9.769112286893870E-01    3.756518805551304E-02    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.500000000000000E+00    4.743416490252569E+00    9.864967070575665E-01    2.608721970903450E-02    3.029464105801038E+00    9.864967070575665E-01    2.384724988735669E-02    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.600000000000000E+00    5.059644256269407E+00    9.924454217328466E-01    2.654700385775165E-02    3.342440832856030E+00    9.924454217328466E-01    1.441040173676722E-02    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.700000000000000E+00    5.375872022286245E+00    9.959597245399605E-01    2.683612903256657E-02    3.656886191976663E+00    9.959597245399605E-01    8.286432033214169E-03    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.800000000000000E+00    5.692099788303082E+00    9.979355923357836E-01    2.700852472347550E-02    3.972179886531586E+00    9.979355923357836E-01    4.533512575152161E-03    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    1.900000000000000E+00    6.008327554319921E+00    9.989926982690372E-01    2.710602188749286E-02    4.287940006157188E+00    9.989926982690372E-01    2.359575202913702E-03    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.000000000000000E+00    6.324555320336759E+00    9.995308282793036E-01    2.715833348401283E-02    4.603944192556544E+00    9.995308282793036E-01    1.168263736777674E-03    1.000000000000000E-02    1.000000000000000E+00
