    1.000000000000000E+01    2.100000000000000E+00    6.640783086353597E+00    9.997914712049406E-01    2.718496850878745E-02    4.920069919703960E+00    9.997914712049406E-01    5.502295694708124E-04    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.200000000000000E+00    6.957010852370435E+00    9.999115829412417E-01    2.719784082686569E-02    5.236253244900862E+00    9.999115829412417E-01    2.465113998934814E-04    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.300000000000000E+00    7.273238618387274E+00    9.999642453962003E-01    2.720374689081634E-02    5.552462545308063E+00    9.999642453962003E-01    1.050551639666032E-04    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.400000000000000E+00    7.589466384404112E+00    9.999862134001070E-01    2.720631998995566E-02    5.868682993075085E+00    9.999862134001070E-01    4.258767273403543E-05    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.500000000000000E+00    7.905694150420948E+00    9.999949321196820E-01    2.720738462814968E-02    6.184907993285037E+00    9.999949321196820E-01    1.642237669159670E-05    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.600000000000000E+00    8.221921916437786E+00    9.999982243233035E-01    2.720780303307076E-02    6.501134762687816E+00    9.999982243233035E-01    6.023841090049471E-06    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.700000000000000E+00    8.538149682454625E+00    9.999994070706265E-01    2.720795923836657E-02    6.817362186369714E+00    9.999994070706265E-01    2.101823878352874E-06    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.800000000000000E+00    8.854377448471462E+00    9.999998113374001E-01    2.720801464322585E-02    7.133589840305448E+00    9.999998113374001E-01    6.975967150285703E-07    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    2.900000000000000E+00    9.170605214488301E+00    9.999999428036564E-01    2.720803331547451E-02    7.449817571350374E+00    9.999999428036564E-01    2.202408185556982E-07    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.000000000000000E+00    9.486832980505138E+00    9.999999834788680E-01    2.720803929519278E-02    7.766045326968487E+00    9.999999834788680E-01    6.614187092872273E-08    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.100000000000000E+00    9.803060746521975E+00    9.999999954521245E-01    2.720804111503430E-02    8.082273090038560E+00    9.999999954521245E-01    1.889471800869534E-08    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.200000000000000E+00    1.011928851253881E+01    9.999999988052717E-01    2.720804164139579E-02    8.398500855258675E+00    9.999999988052717E-01    5.134399175756953E-09    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.300000000000000E+00    1.043551627855565E+01    9.999999996986420E-01    2.720804178608850E-02    8.714728621069316E+00    9.999999996986420E-01    1.327162559271146E-09    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.400000000000000E+00    1.075174404457249E+01    9.999999999250225E-01    2.720804182387989E-02    9.030956387034704E+00    9.999999999250225E-01    3.263201473382673E-10    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.500000000000000E+00    1.106797181058933E+01    9.999999999795239E-01    2.720804183327460E-02    9.347184153036878E+00    9.999999999795239E-01    7.632185747952312E-11    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.600000000000000E+00    1.138419957660616E+01    9.999999999919527E-01    2.720804183541234E-02    9.663411919053530E+00    9.999999999919527E-01    1.698006116834720E-11    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.700000000000000E+00    1.170042734262300E+01    9.999999999945761E-01    2.720804183585734E-02    9.979639685070374E+00    9.999999999945761E-01    3.593476799329675E-12    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.800000000000000E+00    1.201665510863984E+01    9.999999999946445E-01    2.720804183584327E-02    1.029586745108721E+01    9.999999999946445E-01    7.233953553865233E-13    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    3.900000000000000E+00    1.233288287465668E+01    9.999999999946445E-01    2.720804183581645E-02    1.061209521710405E+01    9.999999999946445E-01    1.385229917588559E-13    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.000000000000000E+00    1.264911064067352E+01    9.999999999946445E-01    2.720804183578971E-02    1.092832298312089E+01    9.999999999946445E-01    2.523209349666511E-14    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.100000000000001E+00    1.296533840669036E+01    9.999999999946445E-01    2.720804183576292E-02    1.124455074913772E+01    9.999999999946445E-01    4.371897625325774E-15    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.200000000000000E+00    1.328156617270719E+01    9.999999999946445E-01    2.720804183573620E-02    1.156077851515456E+01    9.999999999946445E-01    7.205630003667833E-16    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.300000000000000E+00    1.359779393872403E+01    9.999999999946445E-01    2.720804183570938E-02    1.187700628117140E+01    9.999999999946445E-01    1.129689802277550E-16    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.400000000000000E+00    1.391402170474087E+01    9.999999999946445E-01    2.720804183568256E-02    1.219323404718824E+01    9.999999999946445E-01    1.684735528555283E-17    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.500000000000000E+00    1.423024947075771E+01    9.999999999946445E-01    2.720804183565582E-02    1.250946181320508E+01    9.999999999946445E-01    2.389953970364656E-18    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.600000000000001E+00    1.454647723677455E+01    9.999999999946445E-01    2.720804183562897E-02    1.282568957922192E+01    9.999999999946445E-01    3.225021503102261E-19    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.700000000000000E+00    1.486270500279138E+01    9.999999999946445E-01    2.720804183560229E-02    1.314191734523875E+01    9.999999999946445E-01    4.139624690303666E-20    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.800000000000001E+00    1.517893276880822E+01    9.999999999946445E-01    2.720804183557549E-02    1.345814511125559E+01    9.999999999946445E-01    5.054458072881259E-21    1.000000000000000E-02    1.000000000000000E+00
    1.000000000000000E+01    4.900000000000000E+00    1.549516053482506E+01    9.999999999946445E-01    2.720804183554870E-02    1.377437287727243E+01    9.999999999946445E-01    5.870478530674249E-22    1.000000000000000E-02    1.000000000000000E+00
